code,description
T6160716,"Automated Fare Control Office Upgrades At 4 Depots - Design Only"
T6160717,"Livingston Plaza Repairs"
T6160718,"Replace Currency Counters"
T6160721,"Maspeth Warehouse Roof Replacement At Office Building/ Queens"
T6160722,"Maspeth Warehouse Roof Structure At Storage Area/ Queens"
T6160723,"Installation And Rental Of Sidewalk Shed At 130 Livingston Plaza (Sbmp)"
T6160725,"Automated Fare Control Office Upgrade At Fresh Pond And Queens Village Bus Depots (Sbmp)"
T6160726,"Perimeter Hardening At The Rail Control Center (SBFP)"
T6160727,"Rto Facility Hardening At South Ferry Terminal"
T6160728,"Upgrade Heating, Ventilation And Air Conditioning System At 130 Livingston Plaza Data Center (Sbmp)"
T6160729,"Improvements To Electrical And Mechanical Systems At Livingston Plaza - Design Only"
T6160703,"Rapid Transit Operations Facilities Hardening Phase 1"
T6160707,"Perimeter Hardening At 130 Livingston Plaza"
T6160709,"Facility Roof Repair/Replacement Phase 3"
T6160712,"Upgrade Power Systems At The Rail Control Center And Power Control Center - Design Only"
T6160719,"Facility Roof Repair/Replacement Phase 4"
T6160720,"Rapid Transit Operations Facilities Hardening Phase 2"
T6160730,"Sandy Mitigation: Substation Hardening At 24 Locations"
T6160799,"Project Completion Tasks"
T6160501,"Boring Services: Brooklyn, Queens, Staten Island"
T6160502,"Boring Services: Manhattan, Bronx"
T6160503,"Test Pits Contract"
T6160504,"MTA Independent Engineering Consultant"
T6160505,"General Order Support Traffic Checkers"
T6160506,"Value Engineering Services"
T6160507,"Engineering Services"
T6160508,"Construction Support Services"
T6160509,"Reserve: Scope Development"
T6160510,"Reserve: Design"
T6160511,"Concrete Batch Plant"
T6160512,"Concrete Cylinder Testing"
T6160513,"Boring Services: Manhattan, Bronx"
T6160514,"Boring Services: Brooklyn, Queens, Staten Island"
T6160515,"Test Pits Contract"
T6160516,"Mentoring Program Administration"
T6010101,"Purchase 103 A-Division Railcars"
T6010102,"Purchase 300 B-Division Railcars"
T6010103,"Purchase Zero (0) 'B' Division Railcars"
T6010104,"Design Of New 'B' Division Railcar"
T6030201,"Purchase 90 Standard Buses"
T6030202,"Purchase 328 Articulated Buses"
T6030203,"Purchase 90 Express Buses"
T6030204,"Purchase 15 Paratransit Vans"
T6030205,"Purchase 185 Cng Standard Buses"
T6030206,"Purchase 90 Articulated Buses"
T6030207,"Design Of 300 Express Buses"
T6030208,"Purchase Zero (0) Paratransit Vans"
T6030209,"Purchase Zero (0) Standard Buses"
T6030210,"Purchase Zero (0) Express Buses"
T6030212,"Purchase Zero (0) Articulated Buses"
T6030213,"Purchase Zero (0) Paratransit Vans"
T6030214,"Purchase Zero (0) Express Buses"
T6030215,"Purchase 231 Articulated Buses - Design Only"
T6030216,"Purchase Zero (0) Standard Buses"
T6030217,"Purchase 177 Paratransit Vehicles"
T6030218,"Replace Main Components Of (Bus) Integrated Farebox Units"
T6030219,"Purchase Zero (0) Express Buses"
T6030220,"Purchase 90 Standard Buses"
T6030221,"Purchase 90 Standard Buses"
T6030222,"Design Of 600 Standard Buses"
T6030223,"Purchase Bus Cameras"
T6030224,"Purchase 324 Standard Buses"
T6030225,"Purchase 300 Express Buses"
T6030226,"Bus Integrated Asset Management Planning System"
T6030227,"On-Board Audio Visual System"
T6030228,"Purchase 276 Standard Buses"
T6030229,"On-Board Audio Visual System - Pilot"
T6030230,"Purchase 72 Standard Diesel Buses"
T6030231,"Purchase 138 Standard Cng Buses"
T6030232,"On-Board Audio Visual System - Depot Wi-Fi"
T6030233,"Purchase 110 Cng Articulated Buses - Design Only"
T6030234,"Purchase 139 Articulated Buses"
T6030235,"Purchase 92 Articulated Buses"
T6130201,"Purchase 84 Non-Revenue Vehicles"
T6130202,"Purchase 65 Flatcars"
T6130203,"Purchase 8 Auger Snow-Throwers"
T6130204,"Purchase Zero (0) Locomotives"
T6130205,"Purchase 90 Non-Revenue Vehicles"
T6130206,"Purchase 65 Non-Revenue Vehicles"
T6130207,"Purchase Vacuum Trains"
T6130208,"52 Diesel Electric Locomotives - Design Only"
T6130209,"2 Signal Supply Cars - Design Only"
T6130210,"27 Refuse Flat Cars - Design Only"
T6130211,"12 Three-Ton Crane Cars - Design Only"
S6070101,"Structural Repairs At Eight Staten Island Railway Stations"
S6070102,"Rehabilitation Of 8 Bridges And 1 Culvert On The Staten Island Railway"
S6070103,"Rehabilitation Of St. George Interlocking"
S6070105,"Construction Of New Power Substation: Prince'S Bay"
S6070106,"Rehabilitation Of 5 Circuit Breaker Houses"
S6070108,"Construction Of New Station: Arthur Kill"
S6070110,"Construction Of New Power Substation: Tottenville - Design Only"
S6070111,"Construction Of New Power Substation: New Dorp - Design Only"
S6070112,"Construction Of New Power Substation: Clifton - Design Only"
S6070104,"Retrofit Railcars For Staten Island Railway Service"
S6070107,"Installation Of Composite Contact Rail"
S6070109,"Staten Island Railway Non-Reporting Blocks Alarms"
S6070113,"Staten Island Railway: Uhf T-Band Radio System Replacement - Design Only"
L60204UB,"Massapequa Station Platform Replacement"
L60204UC,"Wantagh Station Platform Replacement"
L60204UE,"East Side Access / Grand Central Terminal Support"
L60204UF,"Mets / Willets Point Station Renovation"
L60204UH,"Elevator Replacement Program"
L60204UW,"ESA-Gct Unified Trash Collection"
L60204UD,"Escalator Replacement Program"
L60204UK,"Smart Card Improvements"
L60205U1,"Wyandanch Parking Facility"
L60206VL,"Penn Station Heating, Ventilation & Air Conditioning Improvements"
L60301TG,"Atlantic Branch Half Tie Replacement"
L60301TH,"Merrick And Bellmore Viaduct Direct Fixation Track Structure Replacement."
L60301TM,"East River Tunnel Track Replacement"
L60301TA,"2010 Annual Track Program"
L60301TB,"2011 Annual Track Program"
L60301TC,"2012 Annual Track Program"
L60301TD,"2013 Annual Track Program"
L60301TE,"2014 Annual Track Program"
L60301TF,"Construction Equipment Purchase Used For Track Program"
L60301TJ,"Right Of Way - Culvert Improvements"
L60301TK,"Right Of Way - Drainage Control Improvements"
L60301TL,"Right Of Way - Fencing Installation"
L60301TN,"Right Of Way - Track Stability / Retaining Walls Improvements"
L60304TU,"Jamaica Capacity Improvements - Phase One"
L60304TV,"Massapequa Pocket Track"
L60304TW,"Extend Great Neck Pocket Track"
L60304TX,"Second Track Farmingdale To Ronkonkoma - Phase 1"
L60304WA,"2015 Track Program"
L60401BC,"Colonial Road Highway Bridge Replacement"
L60401BD,"Rehabilitate The 150th Street And Broadway Bridges"
L60401BE,"Rehabilitation Construction Of Three Bridges On The Montauk Branch In Hampton Bays, Suffolk County."
L60401BF,"Atlantic Avenue Viaduct - Phase Iib"
L60401BH,"Woodhaven Boulevard Bridge Rehabilitation"
L60401BK,"150th Street - Jamaica Bridge Rehabilitation"
L60401BL,"Post Avenue Bridge Replacement Design"
L60401BB,"Bridge Rehabilitation Program"
L60401BG,"Bridge Painting Program"
L60402BP,"East River Tunnel Fire And Life Safety Improvements"
L60501L6,"Penn Station Radio Retrofit And East River Tunnel Antenna Replacement"
L60501L7,"Atlantic Avenue Tunnel Cable Replacement"
L60501L1,"Fiber Optic Network Investments System Wide"
L60501L2,"Private Branch Exchange / Wayside Phone Systems Replacement - Phase 1"
L60501L3,"Communication Pole / Copper Plant Replacement System Wide"
L60501L4,"Radio Coverage Improvements"
L60502LC,"Speonk To Montauk Signalization"
L60502LD,"Babylon Interlocking Renewal"
L60502LE,"Supervisory Control And Remote Terminal Unit"
L60502LG,"Centralized Train Control - Tower Migration"
L60502LR,"Centralized Train Control"
L60502LA,"Positive Train Control (Ptc)"
L60502LB,"Signal Normal Replacement Program"
L60502LF,"Centralized Train Control"
L606016J,"Lic Phase 3B Construction"
L606016U,"Rolling Stock Support Equipment"
L60601YA,"Shop Reconfiguration And Reliability Centered Maintenance Infrastructure Improvements"
L60601YB,"Hillside Facility Roof Renewals"
L60601YC,"Hillside Maintenance Facility Component Improvements"
L60601YE,"Diesel Locomotive Facility Investments"
L60601YK,"Montauk Yard Improvements"
L60601YL,"Port Washington Yard Reconfiguration"
L60601YN,"New Mid Suffolk Electric Yard"
L60604YT,"Employee Facilities Renewals"
L60701AA,"Replacement Of Hillside & Kew Garden Substations"
L60701AC,"Signal Power Motor Generator Replacement"
L60701AJ,"Atlantic Avenue Tunnel Lighting Replacement"
L60701AQ,"Replacement Of Port Washington Substation"
L60701AR,"Replacement Of Richmond Hill Substation"
L60701AS,"Replacement Of Penn Station Substation Des"
L60701AB,"Substation Battery Replacements"
L60701AD,"Substation Pilot Wire & Relay Replacement"
L60701AE,"3Rd Rail - 2000 Circular Mils Cable Replacement"
L60701AF,"3Rd Rail - Disconnect Switches Replacement"
L60701AG,"3Rd Rail - Protection Board Replacement"
L60701AH,"3Rd Rail - Aluminum Rail Replacement"
L60701AK,"Signal Power Line Replacement"
L60701AL,"Power Pole Line Replacement"
L60701AM,"New Substations On The Main Line In Queens"
L60701AN,"3Rd Rail Feeder Cable Upgrade"
L60701AP,"Negative Reactor Upgrade"
L60904N4,"Yaphank Landfill Remediation"
L60904N6,"Smithtown Viaduct Remediation"
L60904N8,"Speonk Yard Metal Treatment System"
L60904N3,"Chlordane Remediation - 20 Substations"
L60904,"Program Administration"
L60904NB,"Program Development"
L60904NC,"Insurance"
L60904ND,"MTA Independent Engineer"
L60904NE,"Mentoring Program Administration"
L60904NF,"Ocip"
L60904NH,"Sandy Mitigation Grant Support"
L60904NQ,"2015 Program Administration"
L60101MA,"Purchase 92 M-9 Electric Cars."
L60101MB,"Specification Development For Alternate Diesel Equipment To Operate In Diesel Territory."
L60101MD,"Reserve: Purchase Of Alternate Diesel Equipment To Operate In Diesel Territory."
L60101MF,"Work Locomotives"
M6020101,"Grand Central Trainshed And Park Avenue Tunnel Structure Rehabilitation"
M6020102,"Park Avenue Tunnel Renewal"
M6020104,"Grand Central Terminal Trainshed Track Structure Pilot Replacement Program"
M6020105,"Grand Central Terminal Leaks Remediation"
M6020106,"Grand Central Terminal Elevator Rehabilitation - Phase 4"
M6020107,"Grand Central Terminal Platform Edge Rehabilitation"
M6020108,"Grand Central Terminal Utility System Improvements"
M6020109,"Grand Central Terminal Customer Communications Improvements"
M6020110,"Gct Recycling Facility"
M6020111,"Grand Central Terminal And The Harlem/Hudson Lines Purchase"
M6020201,"Poughkeepsie Station Building Rehabilitation Work"
M6020202,"Fordham Station Improvements"
M6020203,"Harlem Line Stations Component Renewal (Design Only)"
M6020204,"Station Building Improvements And Net Lease Efforts At Select Locations"
M6020206,"New Haven Line Stations Component Renewals"
M6020209,"Harlem-125th st Improvements (Design Only)"
M6020207,"New Fare Payment System - Omny"
M6020208,"Customer Communication/Connectivity Improvements To Provide Real-Time Information At East Of Hudson Stations"
M6020302,"Strategic Facilities"
M6020301,"Parking Facility Renewals"
M6030104,"Turnout Replacements: Yards / Sidings"
M6030107,"Rock Slope Remediation -Priority Sites Along The Right-Of-Way"
M6030116,"Grand Central Terminal And The Harlem/Hudson Lines Purchase"
M6030101,"Annual Track Program"
M6030102,"Mainline/High Speed Turnout Replacement"
M6030103,"Grand Central Terminal Turnout / Switch Renewal"
M6030105,"Maintenance Of Way Equipment/Rolling Stock Replacement"
M6030106,"Cyclical Replacement Of Insulated Joints"
M6030108,"Drainage And Undercutting Improvements Along The Right-Of-Way"
M6030109,"Rebuild Retaining Walls"
M6030111,"Annual Track Program (2011)"
M6030112,"Annual Track Program (2012)"
M6030113,"Annual Track Program (2013)"
M6030114,"Annual Track Program (2014)"
M6030115,"2015 Gct Turnout/Switch Renewal"
M6030211,"Harlem River Lift Bridge Cable Replacement"
M6030201,"Replace Timbers On Undergrade Bridges"
M6030202,"Renew / Replace Railtop Culverts"
M6030203,"Right-Of-Way Fencing Improvements"
M6030204,"Dc Substation/Signal House Improvements"
M6030205,"Bridge Walkways Installation"
M6030206,"Remove Obsolete Facilities"
M6030207,"Specialized Structures Equipment"
M6030209,"Employee Welfare And Storage Facility Rehabilitations"
M6030210,"Repair/Replacement Of Undergrade Bridges"
M6030212,"Repair/Replace East Of Hudson Overhead Bridges"
M6030213,"Catenary Painting/Rehabilitate Catenary Structures"
M6030214,"Park Avenue Viaduct Direct Fixation Improvements"
M6030303,"Moodna And Woodbury Viaduct Rehabilitation"
M6030304,"Otisville Tunnel Renewal"
M6030306,"West Of Hudson Rock Slope Remediation"
M6030301,"West Of Hudson Annual Track Program"
M6030302,"West Of Hudson Improvements"
M6030305,"Repair/Replace Undergrade Bridges On The West Of Hudson, Port Jervis Line"
M6030307,"West Of Hudson Improvements (2015)"
M6030308,"West Of Hudson Track (2015)"
M6050101,"Replace And Upgrade Substation Bridge 23"
M6050106,"Park Avenue Tunnel And Viaduct Alarm Improvements"
M6050107,"Replacement Of Harlem River Lift Bridge Breaker Houses/Electric Controls"
M6050109,"Replace 3Rd Rail Infrastructure In The Park Avenue Tunnel"
M6050102,"Renewal Of Harlem And Hudson Substation Switchgear"
M6050103,"Harlem And Hudson Line Power Improvements"
M6050104,"Replace Motor Alternators And Control Circuits"
M6050105,"Replace Substation Batteries"
M6050108,"Replace 3Rd Rail Sectionalizing Switches And Install Snow Melter Control Cabinets"
M6060101,"Harmon Shop Replacement Program"
M6060102,"Wassaic Yard Expansion"
M6060104,"Port Jervis Yard Expansion"
M6060103,"Other Shop And Yard Improvements (Study Only)"
M6010101,"Emu Replacement / Repair"
M6010102,"Purchase M-8 Series Cars For The New Haven Line"
M6010103,"Purchase Diesel Locomotives For Shuttle/Switching Service"
M6040101,"Positive Train Control"
M6040102,"Upgrade West Of Hudson Signal System"
M6040103,"Replace Fiber/Communication & Signals Cables"
M6040104,"Replace Field Code System At Mott Haven"
M6040105,"Grade Crossing Upgrades - Phase 2"
M6040106,"Centralized Traffic Control And Supervisory Control And Data Acquisition Systems Testing"
M6040107,"Refurbish/ Replace Electrical Switch Machine"
M6040108,"Design/Replace Harlem And Hudson Track Relays"
M6040109,"Replace High Cycle Relays"
M6040110,"Communication And Signals Maintenance Management System"
M6040111,"Private Branch Exchange (Pbx) Equipment Upgrade"
M6040112,"Mobile And Portable Radio Replacement"
M6040113,"Rolling Stock Radio And Public Address Equipment Replacement"
M6040114,"Radio Base Station Replacement"
M6040116,"Radio Frequency Rebanding"
M6040117,"New Haven Line Signal Improvements"
M6040118,"Hudson & Harlem Line Wayside Communications And Signals Systems Design"
M6040119,"Superstorm Sandy Settlement"
M6080101,"System Wide Lead/Asbestos Abatement"
M6080102,"Environmental Remediation"
M6080103,"Railroad Protective Liability"
M6080104,"MTA Independent Engineer"
M6080105,"Mentoring Program Administration"
M6080106,"Program Administration"
M6080107,"Program Scope Development"
M6080108,"Owner Controlled Insurance Program (Ocip)"
M6080109,"System Wide Security Initiatives"
M6080111,"2015 Program Scope Development"
M6080112,"2015 Program Administration"
M6080113,"C&D Engineering"
D601BB28,"Rehabilitation Of Tunnel Walls Roadway Drainage And Fire Line Repair At Brooklyn-Battery Tunnel"
D601BW07,"Tower And Pier Fender Protection System - Bronx-Whitestone Bridge"
D601BW14,"Miscellaneous Structural Rehabilitation: Steel And Concrete Repairs - Bronx Whitestone Bridge"
D601BW84,"Monitoring, Inspection, And Testing Of The Bronx-Whitestone Bridge'S Main Cable And Cable Wires"
D601BW97,"Concrete Repairs At The Bronx Anchorage Of The Bronx-Whitestone Bridge"
D601CB09,"Rehabilitation Of The Concrete Substructure And Underwater Work - Cross-Bay Bridge"
D601HH07,"Structural Rehabilitation - Phase I - Henry Hudson Bridge"
D601HH81,"Design For The Replacement Of The Lower Level South Approach Deck At Henry Hudson Bridge"
D601HH89,"Skewbacks Retrofit - Henry Hudson Bridge"
D601MP06,"Substructure And Underwater Scour Protection - Marine Parkway Bridge"
D601MP16,"Miscellaneous Steel Repairs - Marine Parkway Bridge"
